Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,Store,0.0005679130554199219,0.0005679130554199219,0.0
1,DayOfMonth,-0.024479392915964127,0.0,0.024479392915964127
2,Week,0.00036907196044921875,0.00036907196044921875,0.0
3,Month,0.0002951622009277344,0.0002951622009277344,0.0
4,Year,0.0,0.0,-0.0
5,DayOfYear,0.002048015594482422,0.002048015594482422,0.0
6,DayOfWeek,-0.06959248334169388,0.0,0.06959248334169388
7,Open,0.0,0.0,-0.0
8,Promo,-0.11460639536380768,0.0,0.11460639536380768
9,SchoolHoliday,-3.814697720372351e-06,0.0,3.814697720372351e-06
10,StateHoliday,-2.4795535864541307e-05,0.0,2.4795535864541307e-05
11,StoreType,-0.007277012802660465,0.0,0.007277012802660465
12,Assortment,-0.0038318638689816,0.0,0.0038318638689816
13,CompetitionDistance,0.0006203651428222656,0.0006203651428222656,0.0
14,AvgSales,-0.2071399986743927,0.0,0.2071399986743927
15,AvgCustomers,-0.07765579968690872,0.0,0.07765579968690872
16,AvgSalesPerCustomer,-0.02269888110458851,0.0,0.02269888110458851
