Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-0.7475300431251526,0.0,0.7475300431251526
1,workclass,-0.029222525656223297,0.0,0.029222525656223297
2,education,0.0787266194820404,0.1674572378396988,0.08873061835765839
3,education_num,-0.442231148481369,0.0,0.442231148481369
4,marital_status,0.22586436569690704,0.23007425665855408,0.004209892358630896
5,occupation,-0.11474048346281052,0.003703826805576682,0.11844430863857269
6,relationship,-1.1011533737182617,0.0,1.1011533737182617
7,race,0.028518863022327423,0.03301211819052696,0.004493254702538252
8,sex,-0.2624954581260681,0.06062799319624901,0.3231234550476074
9,capital_gain,-0.36786529421806335,0.0,0.36786529421806335
10,capital_loss,-0.0800718292593956,0.0,0.0800718292593956
11,hours_per_week,-0.20471370220184326,0.0,0.20471370220184326
12,native_country,0.0318288654088974,0.03187272325158119,4.385965803521685e-05
