Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-5.738860272685997e-05,0.0,5.738860272685997e-05
1,workclass,-4.32356870305739e-07,0.0,4.32356870305739e-07
2,education,-2.6447349910085904e-07,0.0,2.6447349910085904e-07
3,education_num,-0.0002223243791377172,0.0,0.0002223243791377172
4,marital_status,-7.172105824793107e-07,0.0,7.172105824793107e-07
5,occupation,-5.6853872720807885e-09,0.0,5.6853872720807885e-09
6,relationship,-0.009654236026108265,0.0,0.009654236026108265
7,race,-5.957400972533833e-08,0.0,5.957400972533833e-08
8,sex,2.1845114162033497e-08,2.1845114162033497e-08,0.0
9,capital_gain,-0.01360415667295456,0.0,0.01360415667295456
10,capital_loss,-2.6042533136205748e-05,0.0,2.6042533136205748e-05
11,hours_per_week,-1.1684582204907201e-05,0.0,1.1684582204907201e-05
12,native_country,7.465079221447013e-09,7.465079221447013e-09,0.0
