Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-0.012502551078796387,0.0,0.012502551078796387
1,workclass,-0.0005479294341057539,1.5745732184768713e-07,0.0005480868858285248
2,education,0.0010792264947667718,0.0010808816878125072,1.6551542785236961e-06
3,education_num,-0.013422162272036076,0.0,0.013422162272036076
4,marital_status,0.002064973581582308,0.002066092099994421,1.1185054518136894e-06
5,occupation,-0.0018066958291456103,3.789738912018947e-05,0.0018445932073518634
6,relationship,-0.050288934260606766,0.0,0.050288934260606766
7,race,6.456689879996702e-05,6.93358524586074e-05,4.768955932377139e-06
8,sex,0.0017288317903876305,0.0017371672438457608,8.33542799227871e-06
9,capital_gain,-0.0450192354619503,0.0,0.0450192354619503
10,capital_loss,-0.001775328884832561,0.0,0.001775328884832561
11,hours_per_week,-0.006692992988973856,0.0,0.006692992988973856
12,native_country,0.00023891586170066148,0.00023891586170066148,0.0
