Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-1.0077974796295166,0.0,1.0077974796295166
1,workclass,-0.04127813130617142,0.0,0.04127813130617142
2,education,0.1473306119441986,0.27079513669013977,0.12346452474594116
3,education_num,-0.615712583065033,0.0,0.615712583065033
4,marital_status,0.35060688853263855,0.3568556308746338,0.006248739082366228
5,occupation,-0.15852783620357513,0.006329417694360018,0.16485725343227386
6,relationship,-1.4879357814788818,0.0,1.4879357814788818
7,race,0.04254923015832901,0.04908876121044159,0.006539532914757729
8,sex,-0.33640056848526,0.10450299829244614,0.44090357422828674
9,capital_gain,-0.5260128378868103,0.0,0.5260128378868103
10,capital_loss,-0.11081767082214355,0.0,0.11081767082214355
11,hours_per_week,-0.2858514189720154,0.0,0.2858514189720154
12,native_country,0.049421682953834534,0.0494840145111084,6.232970918063074e-05
