Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-0.008154254406690598,0.0,0.008154254406690598
1,workclass,-0.00040815555257722735,1.8607794061153982e-07,0.0004083416424691677
2,education,0.000984540325589478,0.0009863966843113303,1.856397375377128e-06
3,education_num,-0.008899103850126266,0.0,0.008899103850126266
4,marital_status,0.0015600585611537099,0.0015613659052178264,1.3073662330498337e-06
5,occupation,-0.0012999967439100146,4.432574496604502e-05,0.0013443224597722292
6,relationship,-0.03274223953485489,0.0,0.03274223953485489
7,race,7.508189446525648e-05,8.041137334657833e-05,5.329479790816549e-06
8,sex,0.0013837325386703014,0.0013927320251241326,8.999522833619267e-06
9,capital_gain,-0.031118998304009438,0.0,0.031118998304009438
10,capital_loss,-0.001364345895126462,0.0,0.001364345895126462
11,hours_per_week,-0.004869726020842791,0.0,0.004869726020842791
12,native_country,0.0002650643582455814,0.0002650643582455814,0.0
