Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-0.42403465509414673,0.0,0.42403465509414673
1,workclass,-0.015174619853496552,0.0001716050028335303,0.015346224419772625
2,education,0.11093366146087646,0.11162173002958298,0.0006880696164444089
3,education_num,-0.39852866530418396,0.0,0.39852866530418396
4,marital_status,0.11319205164909363,0.11327284574508667,8.079606777755544e-05
5,occupation,-0.05606921389698982,0.002465507248416543,0.05853472277522087
6,relationship,-1.180620789527893,0.0,1.180620789527893
7,race,0.00635259784758091,0.006494591943919659,0.00014199409633874893
8,sex,0.1025044396519661,0.12429823726415634,0.021793797612190247
9,capital_gain,-0.9361705183982849,0.0,0.9361705183982849
10,capital_loss,-0.0539570227265358,0.0,0.0539570227265358
11,hours_per_week,-0.19015160202980042,0.0,0.19015160202980042
12,native_country,0.013540499843657017,0.013540499843657017,0.0
