Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-0.018143950030207634,0.0,0.018143950030207634
1,workclass,-0.0008120465208776295,3.3473907024017535e-07,0.0008123812731355429
2,education,0.002076955744996667,0.0020803550723940134,3.399329671083251e-06
3,education_num,-0.019855516031384468,0.0,0.019855516031384468
4,marital_status,0.0032681727316230536,0.0032704726327210665,2.2997946871328168e-06
5,occupation,-0.002639706712216139,8.05506861070171e-05,0.0027202575001865625
6,relationship,-0.07012415677309036,0.0,0.07012415677309036
7,race,0.00013752329687122256,0.0001473227166570723,9.799423423828557e-06
8,sex,0.0029321336187422276,0.002949085086584091,1.6951576981227845e-05
9,capital_gain,-0.06542056798934937,0.0,0.06542056798934937
10,capital_loss,-0.0027330138254910707,0.0,0.0027330138254910707
11,hours_per_week,-0.010294233448803425,0.0,0.010294233448803425
12,native_country,0.0005051953485235572,0.0005051953485235572,0.0
