Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-0.2722175419330597,0.0,0.2722175419330597
1,workclass,-0.0062986151315271854,0.0,0.0062986151315271854
2,education,-0.006072578951716423,0.020999904721975327,0.02707248367369175
3,education_num,-0.13158467411994934,0.0,0.13158467411994934
4,marital_status,0.060318734496831894,0.06110237538814545,0.0007836403674446046
5,occupation,-0.036858174949884415,2.518363544368185e-05,0.03688335791230202
6,relationship,-0.39039936661720276,0.0,0.39039936661720276
7,race,0.008474564179778099,0.008939016610383987,0.00046445231419056654
8,sex,-0.12193338572978973,0.004969997797161341,0.12690338492393494
9,capital_gain,-0.08650767058134079,0.0,0.08650767058134079
10,capital_loss,-0.020125027745962143,0.0,0.020125027745962143
11,hours_per_week,-0.05671742931008339,0.0,0.05671742931008339
12,native_country,0.007698709145188332,0.007698709145188332,0.0
