Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-1.05502067526686e-05,0.0,1.05502067526686e-05
1,workclass,-7.980065674928483e-08,0.0,7.980065674928483e-08
2,education,-4.8814786879347594e-08,0.0,4.8814786879347594e-08
3,education_num,-4.0406870539300144e-05,0.0,4.0406870539300144e-05
4,marital_status,-1.3237384166586708e-07,0.0,1.3237384166586708e-07
5,occupation,-1.0493905744368703e-09,0.0,1.0493905744368703e-09
6,relationship,-0.0010652681812644005,0.0,0.0010652681812644005
7,race,-1.0995938382052373e-08,0.0,1.0995938382052373e-08
8,sex,2.3339483679052364e-09,2.3339483679052364e-09,0.0
9,capital_gain,-0.0015127431834116578,0.0,0.0015127431834116578
10,capital_loss,-4.798097961611347e-06,0.0,4.798097961611347e-06
11,hours_per_week,-2.1549399207287934e-06,0.0,2.1549399207287934e-06
12,native_country,7.975745619503982e-10,7.975745619503982e-10,0.0
