Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,age,-0.18865492939949036,0.0,0.18865492939949036
1,workclass,-0.0017148852348327637,0.0,0.0017148852348327637
2,education,-0.014551043510437012,0.0,0.014551043510437012
3,education_num,-0.07376620173454285,0.0,0.07376620173454285
4,marital_status,0.03799852728843689,0.03799852728843689,0.0
5,occupation,-0.021699488162994385,0.0,0.021699488162994385
6,relationship,-0.26368948817253113,0.0,0.26368948817253113
7,race,0.0033204257488250732,0.0033204257488250732,0.0
8,sex,-0.08957642316818237,0.0,0.08957642316818237
9,capital_gain,-0.03560397028923035,0.0,0.03560397028923035
10,capital_loss,-0.008843153715133667,0.0,0.008843153715133667
11,hours_per_week,-0.027874529361724854,0.0,0.027874529361724854
12,native_country,0.003966003656387329,0.003966003656387329,0.0
